PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	민경록								A Study on the Visual Literacy for Picture Book Reviews			그림책 서평의 시각적 문식성에 관한 연구					Journal of the Korean Library and Information Science Society	한국문헌정보학회지			51	3			83	108		10.4275/KSLIS.2017.51.3.083					2017	2017	As a public institution, it is the duty and responsibility of a library to provide readers with information about books. To provide such information to readers, a librarian should have the ability to provide satisfactory consultation and advice. As interest in picture books grows, there is an increasing need for libraries and librarians to produce and release picture book reviews on a regular basis to inform readers of what makes a good picture book, and which among similar books should they choose. Other than summarizing the content of a picture book, a good picture book review should also provide additional information that will help readers understand the reviewed book such as the literary symbolism of a book’s visual texts. To this end, a librarian is required to develop visual literacy, which would enable him/her to read into the deeper meaning of the images imbued with the writer’s ideas and philosophy. In light of the above discussion, this study compares and analyzes two picture book versions of the story Little Red Riding Hood, with the purpose of helping librarians understand the visual texts that they need to refer to when writing picture book reviews.				도서관은 독자에게 독서정보를 제공하여야 할 의무와 책임이 있는 대표적 기관이며, 사서는 독자에게 도서에 관한 정보를 제공하기 위하여 아낌없는 상담과 조언을 할 수 있어야 한다. 독자들의 그림책에 관심이 높아지면서 도서관과 사서는 훌륭한 그림책은 어떤 것인지? 유사한 종류의 다양한 도서 중 어떤 것을 선택할 것인지? 등의 도서 선택과 독서에 도움을 줄 수 있는 그림책 서평을 정기적이고 지속적으로 작성․제공하여 독자들의 독서정보를 지원할 수 있어야 한다. 문학과 예술의 복합장르인 그림책 서평을 작성하기 위하여서는 내용소개는 물론 시각 텍스트에 관한 문학적 상징성 등의 해설적인 정보를 제공할 수 있어야 한다. 이를 위하여 사서는 작가의 사상과 철학을 이미지로 형상화한 심층적인 의미를 읽을 수 있는 시각적 문식성을 갖추어야 한다. 이에 옛 이야기 ｢빨간모자｣를 다룬 두 작가의 그림책을 비교․분석하여 그림책 서평 작성 시 참고하여야 할 시각적 텍스트에 관한 이해를 돕고자 하였다.					0	0	0	0	0	0			1225-598X			KJD:ART002254641		
J	Bowen, Tracey								Assessing visual literacy: a case study of developing a rubric for identifying and applying criteria to undergraduate student learning								TEACHING IN HIGHER EDUCATION				22	6			705	719		10.1080/13562517.2017.1289507					2017	2017	Higher education has traditionally privileged language-based text as evidence of students' levels of critical thinking and literacy. Twenty-first century education at all levels however, has focused on multimodal literacies and how educators can engage students who are seeing the world through diverse representations and a myriad of forms. Many scholars maintain that we live in a visual culture where we are becoming increasingly proficient at reading images of all kinds. However, our criteria for assessing student learning and measures of assessment have not moved much beyond the traditional written texts outside art and design disciplines. While much has been written about the role of visual literacy, there is little research on assessing visual literacy competencies. This paper proposes a Visual Literacy Competency (VLC) rubric based on the Biggs and Collis (1982. Evaluating the Quality of Learning: The SOLO Taxonomy (Structure of the Observed Learning Outcome). New York: Academic Press) SOLO taxonomy and describes applications for assessing assignments in two undergraduate communications courses with a focus on further developing and shaping student learning.									1	0	0	0	0	1			1356-2517	1470-1294		WOS:000402985500006		
J	정혜연; 서현정								Understanding Visual Literacy through Cooperative Learning Method: Focused on 6th Graders of Elementary School			시각적 의사소통능력 증진을 위한 협동학습 방법 연구: 초등학교 6학년을 중심으로					Journal of Research in Art Education	미술과 교육			18	1			145	171							2017	2017	As an elementary school teacher, the researcher of this study has experienced that students who suffered from the emotional problems such as alienation or maladjustment in school cannot effectively within the current competitive learning environment. To solve this problem, the researcher studied how “Cooperative learning method” could enhance students’ visual literacy. In order to practice this learning method, this study justifies ‘Visual literacy’ as an ability to interpret the meaning of image or to express the idea by symbolic image. This study focused on the development of learning methods for improving visual literacy by considering the increase of nonverbal communication and the rise of visual literacy education.The reason why ‘cooperative learning’ is chosen among learning methods is that cooperative learning has a possibility of promoting students’ active learning and providing them opportunities to interact with other students. Visual literacy can be learned in the learning process through the actual experience to participate in the cooperative interaction and communication actions.The research question for cooperative learning method established in this study are as follows : First, how can be cooperative learning program for practicing visual literacy education? Second, what is the value of cooperative learning for visual literacy education in art education? Third, what is the effect of cooperative learning for visual literacy education in the learning experience for students? To figure out the research questions, definition, characteristic, effect of visual literacy and cooperative learning was observed. The cooperative project learning program was established on the basis of project and conversation-centered group appreciation learning theory. Through textbook analysis, the cooperative learning for visual literacy education curriculum was redesigned to include visual culture by considering of the strategy and process of ‘Co-op Co-op’ model. This research was conducted trough 12 classed in 31 on 6th graders at the elementary school located Suwon.As this learning project processed, students showed increasing in understanding the context and relevance of visual images and life. Also, it enhanced level of visual expression and critical abilities. In addition to, the students themselves chose the topics and the activities carried out through consultations. Last, students' attitude toward cooperative learning and friendship has become more positive.Through cooperative learning, this research found: First, it was a learner- centered education of higher learning motivation and participation. Second, it was possible to participate at communicative action in the process of learning by the actual experience. Third, it was effective in improving critical thinking for viewers and consumers education. Fourth, it was integrated learning method for students' holistic growth. Fifth, it is significant to extend the personal thought through interaction with others and could promote close relationships.However, there is the limitation in that the object and contents only focus on 6th graders, and only learning process based on ‘Co-op Co-op’ model. There is difficult for some students to carry out activities in appreciation education.Therefore, the cooperative learning for visual literacy education can be made possible if various methods of cooperative learning are used to develop appreciation education and apply variety of subjects throughout the entire grades.				이 논문은 학생들 상호 간의 소통 증대를 위한 제안으로서 시각적 의사소통능력 신장을 위한 미술과 협동학습 방법을 모색하고 교육적 가치와 학습 경험에의 영향력을 연구하였다. 소통능력은 협력적 상호작용을 통해 의사소통 행위에 참여하는 학습 과정 안에서 체득할 수 있으므로 학습자 간의 교류 빈도가 높은 협동학습을 적용하였으며, 프로젝트 학습법, 대화중심 그룹 감상법, ‘Co-op Co-op’모형의 학습 절차를 바탕으로 협동적 프로젝트 학습의 계획을 수립하고 본 연구를 실행하였다. 연구의 결과 학습자 중심의 교육 방법으로 학습 동기와 참여도가 높았고, 실제적인 체험을 통한 의사소통의 실천이 가능하였으며, 능동적인 감상자 및 소비자를 위한 교육 방법으로 고급 사고력 및 비판적 해독력 향상에 효과적이었다. 또, 다학문적이자 통합적인 접근으로 학생들의 전인적인 성장에 도움이 되었으며, 타인과의 상호작용을 통해 인간관계의 긴밀함을 증진시킬 수 있었다는데 의의가 있다.					0	0	0	0	0	0			1229-747X			KJD:ART002196064		
J	Dries, Daniel R.; Dean, Diane M.; Listenberger, Laura L.; Novak, Walter R. P.; Franzen, Margaret A.; Craig, Paul A.					Craig, Paul/0000-0002-2085-7816			An expanded framework for biomolecular visualization in the classroom: Learning goals and competencies								BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION				45	1			69	75		10.1002/bmb.20991					JAN-FEB 2017	2017	A thorough understanding of the molecular biosciences requires the ability to visualize and manipulate molecules in order to interpret results or to generate hypotheses. While many instructors in biochemistry and molecular biology use visual representations, few indicate that they explicitly teach visual literacy. One reason is the need for a list of core content and competencies to guide a more deliberate instruction in visual literacy. We offer here the second stage in the development of one such resource for biomolecular three-dimensional visual literacy. We present this work with the goal of building a community for online resource development and use. In the first stage, overarching themes were identified and submitted to the biosciences community for comment: atomic geometry; alternate renderings; construction/annotation; het group recognition; molecular dynamics; molecular interactions; monomer recognition; symmetry/asymmetry recognition; structure-function relationships; structural model skepticism; and topology and connectivity. Herein, the overarching themes have been expanded to include a 12th theme (macromolecular assemblies), 27 learning goals, and more than 200 corresponding objectives, many of which cut across multiple overarching themes. The learning goals and objectives offered here provide educators with a framework on which to map the use of molecular visualization in their classrooms. In addition, the framework may also be used by biochemistry and molecular biology educators to identify gaps in coverage and drive the creation of new activities to improve visual literacy. This work represents the first attempt, to our knowledge, to catalog a comprehensive list of explicit learning goals and objectives in visual literacy. (c) 2016 by The International Union of Biochemistry and Molecular Biology, 45(1):69-75, 2017.									5	0	0	1	0	5			1470-8175	1539-3429		WOS:000392741100009	27486685	
J	Pinheiro, Michelle Soares								Multimodalidade e Letramento Visual na sala de aula de Língua Espanhola: análise de uma atividade de produção escrita	Multimodality and Visual Literacy in the Spanish Language classroom: analysis of a written production activity							Revista Brasileira de Linguística Aplicada				16	4			575	593		10.1590/1984-639820159956					2016-12	2016	Abstract: This paper aims to analyze the multimodality and visual literacy of Spanish language students enrolled at the Language Center from the State University of Ceará (UECE), Fortaleza-CE, Brazil, by making meanings in written productions based on a selected multimodal text for comprehension. The corpus consists of eighteen texts written by students studying Spanish, and the texts were analyzed in the light of theoretical principles of multimodality and visual literacy theory proposed by Kress and Van Leeuwen (1996, 2006) regarding to metafunctions and image analysis, as set forth in The Grammar of Visual Design. In this regard, we intend to show how the production of texts may reveal signs of students' visual literacy in the contexts of teaching and learning in Spanish language classes.		Resumo: Este trabalho tem, por objetivo, analisar a multimodalidade e o letramento visual de alunos do curso de Espanhol do Núcleo de Línguas da Universidade Estadual do Ceará (UECE), ao ressignificarem um texto multimodal selecionado para a compreensão em produções escritas. O corpus coletado consiste de 18 (dezoito) textos escritos por alunos de língua espanhola e foi analisado à luz dos pressupostos teóricos da multimodalidade e do letramento visual de Kress e van Leeuwen (1996, 2006), no que diz respeito às metafunções e à análise da imagem, segundo a Gramática do Design Visual. Nesse sentido, almejamos mostrar como a produção dos textos pode revelar indícios de letramento visual dos alunos no contexto de ensino e aprendizagem nas aulas de Língua Espanhola.							0	0	0	0	0	0			1984-6398			SCIELO:S1984-63982016000400575		
J	Jung, Sandro					Jung, Sandro/0000-0002-2241-2319			The Other Pamela: Readership and the Illustrated Chapbook Abridgement								JOURNAL FOR EIGHTEENTH-CENTURY STUDIES				39	4			513	531		10.1111/1754-0208.12416					DEC 2016	2016	This article investigates questions of readership, pricing and visual literacy by relating eighteenth-century illustrated chapbook abridgements of Samuel Richardson's Pamela (1740) to the author's 1742 edition, featuring illustrations by Hubert-Francois Gravelot and Francis Hayman. It focuses on the affordability of chapbook abridgements and the straightforward readability of their illustrations, which would have been accessible to many readers. While few readers would have had access, financially, to the Gravelot-Hayman de luxe edition, Pamela chapbooks reached larger groups of readers and shaped the text's popular reception.									0	0	0	0	0	0			1754-0194	1754-0208		WOS:000388624000003		
J	Fritze, Yvonne; Haugsbakk, Geir; Nordkvelle, Yngve								Visual 'Bildung' between Iconoclasm and Idolatry								NORDICOM REVIEW				37	2			17	31		10.1515/nor-2016-0015					NOV 14 2016	2016	The point of departure for this article is 'the visual turn', the proclaimed need for specific competencies, and furthermore the lack of clarity in the concepts and the lack of research that accompany the use of images. Terms like 'visual literacy' and "visual competence' are compared with a concept of visual 'Bildung'. 'Bildung' is presented as a concept that clearly goes beyond qualifications and a dominant market-oriented comprehension of competence. In its origin, 'Bildung' has obvious references to 'image', and it may also offer interesting new perspectives in the battle between words and images that has taken place throughout history and is a background to today's situation. 'Bildung' opens up an interesting path between iconoclasm and idolatry. The article proclaims an urgent need for a visual and reflective 'Bildung', because images are closely related to the world in which we live today.									0	0	0	0	0	0			1403-1108	2001-5119		WOS:000393115900002		
J	Cappello, Marva; Walker, Nancy T.								Visual Thinking Strategies: Teachers' Reflections on Closely Reading Complex Visual Texts Within the Disciplines								READING TEACHER				70	3			317	325		10.1002/trtr.1523					NOV-DEC 2016	2016	Contemporary society is overwhelmingly visual in character. This article offers teachers a specific tool that leverages visuals for literacy learning across academic disciplines: Visual Thinking Strategies.									2	0	0	0	0	2			0034-0561	1936-2714		WOS:000387130700006		
J	Boerman-Cornell, William								The Intersection of Words and Pictures: Second Through Fourth Graders Read Graphic Novels								READING TEACHER				70	3			327	335		10.1002/trtr.1525					NOV-DEC 2016	2016	A book club for second through fourth graders read and responded to the graphic novel Zita the Spacegirl. Readers supported their points with texts, images, and the intersection of both.									1	0	0	0	0	1			0034-0561	1936-2714		WOS:000387130700007		
J	Korda, Andrea								Learning from "good pictures": Walter Crane's picture books and visual literacy								WORD & IMAGE				32	4			327	339		10.1080/02666286.2016.1204131					OCT-DEC 2016	2016	This article examines Walter Crane's picture books for children and argues that with these books Crane aimed to foster visual literacy in young readers. The term visual literacy was introduced in the 1960s to describe an active and critical mode of reading images that was perceived as necessary amid a proliferation of new technologies for making and disseminating pictures. Yet the phenomenon of the ubiquitous technologically mediated image was as persistent in Crane's time as it is today, and Crane's censure of image-making under industrial capitalism shares similar concerns with contemporary efforts to promote visual literacy. In his early toy books published by George Routledge & Sons between 1865 and 1876, Crane focused primarily on creating beautiful illustrations with the purpose of cultivating an appreciation for beauty in readers to help them resist the effects of industrial capitalism. In his later books, particularly those that Crane wrote and illustrated himself between 1875 and the turn of the century (such as Slateandpencil-Vania, Little Queen Anne and Her Majesty's Letters, and Pothooks & Perseverance), these lessons in Aesthetic values are joined by instruction in visual literacy.									1	0	0	0	0	1			0266-6286	1943-2178		WOS:000388745600001		
J	Meyer, Evelyn; Forester, Lee								Implementing Student-Produced Video Projects in Language Courses: Guidelines and Lessons Learned								UNTERRICHTSPRAXIS-TEACHING GERMAN				48	2			192	210		10.1111/tger.10195					FAL 2016	2016	Student-produced videos increasingly play a role in second language classrooms, driven in part by the perceived need to train students in new media production, the ubiquity of videos for self expression (YouTube), and current moves towards visual literacy and project-based learning and assessments. While consumption of video material is certainly on the rise, there is still a lack of practical materials for language teachers to train themselves and their students in fundamental skills needed for good video creation. This two-part article outlines key reasons and skills needed to create second language video projects tied into the language classroom, leveraging best practices in a way that does not overwhelm students and teachers with too much information. The first part surveys important aspects of good video production and is intended to be used as a checklist for instructors and students wishing to implement student-produced video projects in their language courses. The second half of the article is a case study of implementing student-produced videos for a culture project in a third-semester German course at an American university, and presents several suggestions and lessons learned.									0	0	0	0	0	0			0042-062X	1756-1221		WOS:000381313900003		
J	Cheung, Chi-Kim; Jhaveri, Aditi Dubey								Developing students' critical thinking skills through visual literacy in the New Secondary School Curriculum in Hong Kong								ASIA PACIFIC JOURNAL OF EDUCATION				36	3			379	389		10.1080/02188791.2014.959470					SEP 2016	2016	This paper argues that the planned introduction of visual literacy into the New Secondary School Curriculum can play a crucial role in enabling students to think critically and creatively in Hong Kong's highly visual landscape. As Hong Kong's educational system remains entrenched in long-established and conventional pedagogies, the primacy given to the written word is in sharp contrast with the pragmatic roles that visual images play in students' day-to-day life. Hong Kong is well-known for its extremely high level of Internet / broadband penetration and media saturation, yet visual literacy is still in a state of infancy in Hong Kong. Therefore, from a curricular standpoint, as Hong Kong society relies to a greater degree than ever before on visual communication strategies, it is vital that visual literacy be integrated as part of the new curriculum under the current educational reforms. As contemporary Hong Kong culture becomes increasingly dependent on the visual environment, developing visual literacy to enhance students' learning can be an important step in the future towards a more successful implementation and development of the New Secondary School Curriculum.									1	0	0	0	0	1			0218-8791	1742-6855		WOS:000377932100005		
J	Damaskinidis, George								The Visual Aspect of Translation Training in Multimodal Texts								META				61	2			299	319		10.7202/1037761ar					AUG 2016	2016	This paper explores the wider issue of translation training in multimodal contexts. The multimodal text represents a complex semiotic canvas on which the various systems of signification (verbal, images, colour, layout, etc.) interact in complex ways to produce a coherent meaning. Such interactions affect translation students' understanding of multimodal texts and as such their training must also be visually-oriented in order to improve their translation efficiency when dealing with these texts. The paper is primarily (though not exclusively) concerned with the print multimodal text, and examines how the various aspects of the visual semiotic elements affect the teaching of its translation into another language. One such aspect is the new challenges that have been imposed by the visual on the field of translation studies. A second aspect is the visual implications for translation trainers and students. A third aspect is the wider multimodal context in which they have been found and involves the necessary multimodal approach to translation training, the development of a relevant awareness of multimodal texts and a number of other issues such as students' creativity and the role of the subject specialist in the translation classroom. Finally, suggestions are made for further development of relevant teaching areas that are driven by the visual aspect of the multimodal text.									0	0	0	0	0	0			0026-0452			WOS:000399191300005		
J	Nunes, Tiago Alves; Tiba Radis Baptista, Livia Marcia								A PICTURE IS WORTH A THOUSAND WORDS: THE READING APPROACHES AND THEIR IMPLICATIONS FOR VISUAL LITERACY								DIALOGO DAS LETRAS				5	2			138	160							JUL-DEC 2016	2016	The image becomes a constituent part of various genres, integrating the vast discursive fields present in the social sphere of human communication and interaction. Thus, this research aims at diagnosing reading approaches present in Portuguese language teaching in the educational context and its implications for the visual literacy. To do so we have investigated the practice of a Portuguese language teacher in a public school, describing and interpreting the teacher-material relationship, and how the material used allow or not the promotion visual literacy. This work, moreover, is a part of a research developed in Nunes (2016), whose methological point of view is a qualitative-interpretative one and diagnostic based; and, a field study. As theoretical foundation, we have based on this study, on what is regard to visual literacy (ELKINS, 2009), in the theoretical and analytical assumptions of the Grammar of Visual Design (KRESS; VAN LEEUWEN, 2006) and visual Semantics (BAMFORD, 2003); and in what is concerned to reading approaches, in the studies of Cassany (2006), as well as in the studies about critical literacy (BAPTISTA, 2010, 2012, 2014). After the analysis, it is possible to say that the concept of reading established in the classroom is primarily psycholinguistic and linguistic. Moreover, the treatment given to the image is in general of an accessorial nature in the composition of the multimodal text. Therefore, the development of visual literacy, from a sociocultural perspective, is incipient in the teaching of native and foreign languages in the context investigated.									0	0	0	0	0	0			2316-1795			WOS:000393478800010		
J	McGahan, William; Ernst, Hardy; Dyson, Laurel Evelyn								Individual Learning Strategies and Choice in Student-Generated Multimedia								INTERNATIONAL JOURNAL OF MOBILE AND BLENDED LEARNING				8	3	SI		1	18		10.4018/IJMBL.2016070101					JUL-SEP 2016	2016	There has been an increasing focus on student-generated multimedia assessment as a way of introducing the benefits of both visual literacy and peer-mediated learning into university courses. One such assessment was offered to first-year health science students but, contrary to expectations, led to poorer performance in their end-of-semester examinations. Following an analysis, the assignment was redesigned to offer students a choice of either a group-based animation task or an individual written task. Results showed improved performance on the assignment when students were offered a choice of assignments over when they were offered only the multimedia assignment. Student feedback indicated that students adopt deliberate individual learning strategies when offered choices in assessment. The study suggests that assumptions regarding the superiority of student-generated multimedia over more traditional assessments are not always correct, but that students' agency and individual preferences need to be recognized.									0	0	0	0	0	0			1941-8647	1941-8655		WOS:000384549300002		
J	Beaudoin, Joan E.								Describing Images: A Case Study of Visual Literacy among Library and Information Science Students								COLLEGE & RESEARCH LIBRARIES				77	3			376	392		10.5860/crl.77.3.376					MAY 2016	2016	This paper reports on a study that examined the development of pedagogical methods for increasing the visual literacy skills of a group of library and information science students. Through a series of three assignments, students were asked to provide descriptive information for a set of historical photographs and record reflections on their experiences via blog posts. The three separate versions of the image descriptions submitted by the students were analyzed to discern changes using descriptive statistics, and their blog posts were examined to identify recurrent themes using the constant comparative method. Findings associated with the image descriptions indicate that students' skill in describing the photographs show a modest increase across the three versions. Analysis of the blog postings revealed an overarching theme of frustration associated with the experience of developing image descriptions among the students. The underlying reasons for their frustrations are examined, and suggestions are provided for further increasing students' abilities to describe images.									2	0	0	0	0	2			0010-0870	2150-6701		WOS:000377528200008		
J	Barger, Bradley								Teaching Students to See: Visual Learning Instruction for Two Different Undergraduate Anatomy Courses								FASEB JOURNAL				30			570.10								1	APR 2016	2016						Experimental Biology MeetingExperimental Biology Meeting	APR 02-06, 2016APR 02-06, 2016	Amer Assoc Anatomists; Amer Physiol Soc; Amer Soc Biochem & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Nutr; Amer Soc Pharmacol & Expt TherapeutAmer Assoc Anatomists; Amer Physiol Soc; Amer Soc Biochem & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Nutr; Amer Soc Pharmacol & Expt Therapeut	San Diego, CASan Diego, CA	0	0	0	0	0	0			0892-6638	1530-6860		WOS:000406444004248		
J	Barger, Bradley								Teaching Students to See: Visual Learning Instruction for Two Different Undergraduate Anatomy Courses								FASEB JOURNAL				30			570.10								1	APR 2016	2016						Experimental Biology MeetingExperimental Biology Meeting	APR 02-06, 2016APR 02-06, 2016	Amer Assoc Anatomists; Amer Physiol Soc; Amer Soc Biochem & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Nutr; Amer Soc Pharmacol & Expt TherapeutAmer Assoc Anatomists; Amer Physiol Soc; Amer Soc Biochem & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Nutr; Amer Soc Pharmacol & Expt Therapeut	San Diego, CASan Diego, CA	0	0	0	0	0	0			0892-6638	1530-6860		WOS:000406444001008		
J	Barger, Bradley								Teaching Students to See: Visual Learning Instruction for Two Different Undergraduate Anatomy Courses								FASEB JOURNAL				30			570.10								1	APR 2016	2016						Experimental Biology MeetingExperimental Biology Meeting	APR 02-06, 2016APR 02-06, 2016	Amer Assoc Anatomists; Amer Physiol Soc; Amer Soc Biochem & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Nutr; Amer Soc Pharmacol & Expt TherapeutAmer Assoc Anatomists; Amer Physiol Soc; Amer Soc Biochem & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Nutr; Amer Soc Pharmacol & Expt Therapeut	San Diego, CASan Diego, CA	0	0	0	0	0	0			0892-6638	1530-6860		WOS:000406444000462		
J	Shaw, Debora; Wagelie, Jennifer								Studying artworks and their digital copies: Valuing the artist's aura								INTERNATIONAL JOURNAL OF EDUCATION THROUGH ART				12	1			57	69		10.1386/eta.12.1.57_1					MAR 2016	2016	Digital images extend access to works of art but little is known about of the benefits and limitations of digital copies for instruction. Students in a Museum Studies class viewed either the digital copy or original of two works of art. Regardless of format, the participants formed similar general impressions of the works, although appreciation of the objects' size was difficult with the digital images. Students had difficulty assessing materials and media with both original works and copies. The participants had similar insights and also encountered problems, regardless of whether the work of art was two-or three-dimensional. In describing the advantages of original works, the students also noted the power of the original's aura. Perceived strengths of the digital images included the ability to do research away from the museum (saving travel and time) and to manipulate the images.									1	0	0	0	0	1			1743-5234	2040-090X		WOS:000376525000005		
J	Hutchison, Amy; Nadolny, Larysa; Estapa, Anne					Hutchison, Amy/0000-0003-1776-4552			Using Coding Apps to Support Literacy Instruction and Develop Coding Literacy								READING TEACHER				69	5			493	503		10.1002/trtr.1440					MAR-APR 2016	2016	In this article the authors present the concept of Coding Literacy and describe the ways in which coding apps can support the development of Coding Literacy and disciplinary and digital literacy skills. Through detailed examples, we describe how coding apps can be integrated into literacy instruction to support learning of the Common Core English Language Arts standards. The authors also provide suggestions for getting started with coding apps and discuss aspects of instruction for teachers to consider as they plan to integrate coding apps into their classrooms.									0	0	0	0	0	0			0034-0561	1936-2714		WOS:000372317700004		
B	Kim, Jinsook			IPCA					The Combination of Needs and Resources: Process Model of Translation from 2D Image to 4D Motion								4TH CONFERENCIA INTERNACIONAL EM ILUSTRACAO E ANIMACAO (CONFIA 2016)								301	309							2016	2016	This research discusses the combination of needs and resources to develop the visual concept of contrast within motion design methods. As a need, it inquires into contrast ideas for motion. As a resource, it introduces visual examples of contrast, to highlight a specific visual principle. Contrast is a high-level principle creating both differences and unity between things by their relationships based on different assets and values. Visual contrast in stable images is achieved by the properties such as size, color, shape, position, texture and meaning etc. Visual contrast in motion images include frequency, trajectory, regularity, density and sequence. The significance of this research is to encourage the viewer to utilize contrast properties in stable and motion images to achieve continuity of their visual literacy when confronted with dissimilar visual designs.The process of the examination is: 1) Finding the best examples of contrast, 2) Accessing the examples to identify good contrasts, 3) Translating and interpreting the results into possible motion behaviors, 4) Inferring detailed motion behavioral words considering the properties of motion interval, speed, direction, pause and duration, etc., 5) Observing existing movie clips as analogies related to the motion behavioral words just inferred, and 6) Storyboarding for execution.The research takes a twofold approach: 1) Seeing as thinking (McKim, 1972) and as infinite seeking (Arnhiem, 1967), this research examines contrasts in motion as case studies in which the principle was inferred and generated by the insightful assessments of contrasts from stable artifacts, and 2) The research systematizes the process and method as "modeling of concept formation and rule induction" (Klahr & Simon, 1999) in relation to emerging knowledge development.					4th International Conference on Illustration and Animation (CONFIA)4th International Conference on Illustration and Animation (CONFIA)	JUN 10-12, 2016JUN 10-12, 2016		Barcelos, PORTUGALBarcelos, PORTUGAL	0	0	0	0	0	0					978-989-99465-6-9	WOS:000406379800028		
B	Carpe, Inma; Garcia Rams, Susana			IPCA					Bringing Life to Illustration and Illustrating the World in Movement through Visual Literacy								4TH CONFERENCIA INTERNACIONAL EM ILUSTRACAO E ANIMACAO (CONFIA 2016)								505	513							2016	2016	If a picture is worth a thousand words" as Arthur Brisbane said, journalist of the New York Times in 1911 Fig. 1 How many words would equal the hundreds of frames containing in an animation? In this equation as any other, illustration and animation are complex visual expressions, full of shapes considered as symbols, characters of stories, real or fantasies which have strong links that increasingly intermingle thanks to the new technologies and applications that the transmedia world allows. Through visual literacy, either as still images or in movement, we learn to see, to feel and re-think our reality by playing with images, full of emotions. These ones are extremely relevant in the learning process and interpretation of experiences which produce our thoughts and feelings. Emotions affect our decision making, problem solving and focus attention, features which we work on during the creative process of an animated movie or making illustrations. We present animation, including illustration as part of the process, as a social emotional learning tool and media to enhance wellbeing and work neuroplasticity; by means working on aspects from cognitive neuroscience, such as attention, transportation or emotional simulation.There are numerous scientists such as Richard Davidson, Paul Ekman or Dan Siegel, who study the effects of our emotions in our behavior and brain functions; unfortunately there are almost no existing references regarding how the creative process of images or animated movies help our emotional brain to develop and learn to perceive or re-create data. The closest attempts are the studies from professors Uri Hasson, Paul Zack or Jeff Zacks, who acknowledge the impact of storytelling and live action movies on our brains and behaviors.Thanks to the emerging CrossMedia, Transmedia and Multiplatform; together with books, video games and digital applications; we can easily combine illustration and animation, learning more about their common aspects and differences. Under this perspective it doesn't seem so different illustrating the animated world, as animating the world that we try to illustrate.					4th International Conference on Illustration and Animation (CONFIA)4th International Conference on Illustration and Animation (CONFIA)	JUN 10-12, 2016JUN 10-12, 2016		Barcelos, PORTUGALBarcelos, PORTUGAL	0	0	0	0	0	0					978-989-99465-6-9	WOS:000406379800047		
S	Fojtikova, K.						Chova, LG; Martinez, AL; Torres, IC		INTRODUCING THE LANGUAGE OF NEW MEDIA TO ART EDUCATION								EDULEARN16: 8TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES		EDULEARN Proceedings						3154	3154							2016	2016						8th International Conference on Education and New Learning Technologies (EDULEARN)8th International Conference on Education and New Learning Technologies (EDULEARN)	JUL 04-06, 2016JUL 04-06, 2016		Barcelona, SPAINBarcelona, SPAIN	0	0	0	0	0	0			2340-1117		978-84-608-8860-4	WOS:000402955903028		
